location,truth_date,yearweek,value
SI,2021-09-19,2021-W37,223
SI,2021-09-12,2021-W36,213
SI,2021-09-05,2021-W35,153
SI,2021-08-29,2021-W34,118
SI,2021-08-22,2021-W33,71
SI,2021-08-15,2021-W32,34
SI,2021-08-08,2021-W31,19
SI,2021-08-01,2021-W30,16
SI,2021-07-25,2021-W29,5
SI,2021-07-18,2021-W28,5
SI,2021-07-11,2021-W27,4
SI,2021-07-04,2021-W26,10
SI,2021-06-27,2021-W25,12
SI,2021-06-20,2021-W24,25
SI,2021-06-13,2021-W23,35
SI,2021-06-06,2021-W22,70
SI,2021-05-30,2021-W21,82
SI,2021-05-23,2021-W20,88
SI,2021-05-16,2021-W19,150
SI,2021-05-09,2021-W18,173
SI,2021-05-02,2021-W17,221
SI,2021-04-25,2021-W16,247
SI,2021-04-18,2021-W15,294
SI,2021-04-11,2021-W14,323
SI,2021-04-04,2021-W13,297
SI,2021-03-28,2021-W12,274
SI,2021-03-21,2021-W11,255
SI,2021-03-14,2021-W10,175
SI,2021-03-07,2021-W09,176
SI,2021-02-28,2021-W08,80
SI,2021-02-21,2021-W07,14
ES,2023-07-02,2023-W26,153
ES,2023-06-25,2023-W25,516
ES,2023-06-18,2023-W24,647
ES,2023-06-11,2023-W23,864
ES,2023-06-04,2023-W22,1160
ES,2023-05-28,2023-W21,1258
ES,2023-05-21,2023-W20,1292
ES,2023-05-14,2023-W19,1355
ES,2023-05-07,2023-W18,1347
ES,2023-04-30,2023-W17,1408
ES,2023-04-23,2023-W16,1380
ES,2023-04-16,2023-W15,1510
ES,2023-04-09,2023-W14,1183
ES,2023-04-02,2023-W13,1178
ES,2023-03-26,2023-W12,1190
ES,2023-03-19,2023-W11,1168
ES,2023-03-12,2023-W10,1359
ES,2023-03-05,2023-W09,1210
ES,2023-02-26,2023-W08,1181
ES,2023-02-19,2023-W07,1083
ES,2023-02-12,2023-W06,1090
ES,2023-02-05,2023-W05,1050
ES,2023-01-29,2023-W04,1102
ES,2023-01-22,2023-W03,1342
ES,2023-01-15,2023-W02,1869
ES,2023-01-08,2023-W01,2099
ES,2023-01-01,2022-W52,2100
ES,2022-12-25,2022-W51,2074
ES,2022-12-18,2022-W50,2350
ES,2022-12-11,2022-W49,2286
ES,2022-12-04,2022-W48,2191
ES,2022-11-27,2022-W47,2018
ES,2022-11-20,2022-W46,2082
ES,2022-11-13,2022-W45,2015
ES,2022-11-06,2022-W44,1777
ES,2022-10-30,2022-W43,1964
ES,2022-10-23,2022-W42,1999
ES,2022-10-16,2022-W41,2091
ES,2022-10-09,2022-W40,2119
ES,2022-10-02,2022-W39,1614
ES,2022-09-25,2022-W38,1407
ES,2022-09-18,2022-W37,1381
ES,2022-09-11,2022-W36,1335
ES,2022-09-04,2022-W35,1473
ES,2022-08-28,2022-W34,1744
ES,2022-08-21,2022-W33,1907
ES,2022-08-14,2022-W32,2388
ES,2022-08-07,2022-W31,3035
ES,2022-07-31,2022-W30,3868
ES,2022-07-24,2022-W29,5421
ES,2022-07-17,2022-W28,6701
ES,2022-07-10,2022-W27,7722
ES,2022-07-03,2022-W26,7559
ES,2022-06-26,2022-W25,6306
ES,2022-06-19,2022-W24,5247
ES,2022-06-12,2022-W23,4242
ES,2022-06-05,2022-W22,4037
ES,2022-05-29,2022-W21,4029
ES,2022-05-22,2022-W20,4632
ES,2022-05-15,2022-W19,5093
ES,2022-05-08,2022-W18,4891
ES,2022-05-01,2022-W17,4573
ES,2022-04-24,2022-W16,4143
ES,2022-04-17,2022-W15,3524
ES,2022-04-10,2022-W14,2915
ES,2022-04-03,2022-W13,2710
ES,2022-03-27,2022-W12,2543
ES,2022-03-20,2022-W11,2432
ES,2022-03-13,2022-W10,2276
ES,2022-03-06,2022-W09,2302
ES,2022-02-27,2022-W08,2614
ES,2022-02-20,2022-W07,3708
ES,2022-02-13,2022-W06,4972
ES,2022-02-06,2022-W05,6858
ES,2022-01-30,2022-W04,8666
ES,2022-01-23,2022-W03,10245
ES,2022-01-16,2022-W02,10615
ES,2022-01-09,2022-W01,9664
ES,2022-01-02,2021-W52,7700
ES,2021-12-26,2021-W51,5190
ES,2021-12-19,2021-W50,3900
ES,2021-12-12,2021-W49,3133
ES,2021-12-05,2021-W48,2645
ES,2021-11-28,2021-W47,2184
ES,2021-11-21,2021-W46,1656
ES,2021-11-14,2021-W45,1263
ES,2021-11-07,2021-W44,982
ES,2021-10-31,2021-W43,870
ES,2021-10-24,2021-W42,806
ES,2021-10-17,2021-W41,795
ES,2021-10-10,2021-W40,668
ES,2021-10-03,2021-W39,745
ES,2021-09-26,2021-W38,907
ES,2021-09-19,2021-W37,1211
ES,2021-09-12,2021-W36,1682
ES,2021-09-05,2021-W35,2317
ES,2021-08-29,2021-W34,3087
ES,2021-08-22,2021-W33,3742
ES,2021-08-15,2021-W32,4688
ES,2021-08-08,2021-W31,5467
ES,2021-08-01,2021-W30,6043
ES,2021-07-25,2021-W29,5908
ES,2021-07-18,2021-W28,3971
ES,2021-07-11,2021-W27,2301
ES,2021-07-04,2021-W26,1378
ES,2021-06-27,2021-W25,1113
ES,2021-06-20,2021-W24,1191
ES,2021-06-13,2021-W23,1531
ES,2021-06-06,2021-W22,1759
ES,2021-05-30,2021-W21,2036
ES,2021-05-23,2021-W20,2214
ES,2021-05-16,2021-W19,2813
ES,2021-05-09,2021-W18,3557
ES,2021-05-02,2021-W17,4488
ES,2021-04-25,2021-W16,4957
ES,2021-04-18,2021-W15,5113
ES,2021-04-11,2021-W14,4683
ES,2021-04-04,2021-W13,3943
ES,2021-03-28,2021-W12,3443
ES,2021-03-21,2021-W11,3043
ES,2021-03-14,2021-W10,3192
ES,2021-03-07,2021-W09,3359
ES,2021-02-28,2021-W08,3896
ES,2021-02-21,2021-W07,4959
ES,2021-02-14,2021-W06,7563
ES,2021-02-07,2021-W05,11781
ES,2021-01-31,2021-W04,16099
ES,2021-01-24,2021-W03,17596
ES,2021-01-17,2021-W02,13987
ES,2021-01-10,2021-W01,8744
ES,2021-01-10,2020-W53,6046
ES,2021-01-03,2020-W52,4969
ES,2020-12-27,2020-W51,4651
ES,2020-12-20,2020-W50,4289
ES,2020-12-13,2020-W49,4553
ES,2020-12-06,2020-W48,5739
ES,2020-11-29,2020-W47,7474
ES,2020-11-22,2020-W46,9362
ES,2020-11-15,2020-W45,10025
ES,2020-11-08,2020-W44,9902
ES,2020-11-01,2020-W43,8644
ES,2020-10-25,2020-W42,6617
ES,2020-10-18,2020-W41,5672
ES,2020-10-11,2020-W40,5370
ES,2020-10-04,2020-W39,5682
ES,2020-09-27,2020-W38,5789
ES,2020-09-20,2020-W37,5450
ES,2020-09-13,2020-W36,4740
ES,2020-09-06,2020-W35,4244
ES,2020-08-30,2020-W34,3338
ES,2020-08-23,2020-W33,2452
ES,2020-08-16,2020-W32,1662
ES,2020-08-09,2020-W31,1212
ES,2020-08-02,2020-W30,691
ES,2020-07-26,2020-W29,494
ES,2020-07-19,2020-W28,302
ES,2020-07-12,2020-W27,240
ES,2020-07-05,2020-W26,244
ES,2020-06-28,2020-W25,242
ES,2020-06-21,2020-W24,286
ES,2020-06-14,2020-W23,401
ES,2020-06-07,2020-W22,437
ES,2020-05-31,2020-W21,481
ES,2020-05-24,2020-W20,807
ES,2020-05-17,2020-W19,1647
ES,2020-05-10,2020-W18,2268
ES,2020-05-03,2020-W17,3736
ES,2020-04-26,2020-W16,6732
ES,2020-04-19,2020-W15,11696
ES,2020-04-12,2020-W14,19694
ES,2020-04-05,2020-W13,31544
ES,2020-03-29,2020-W12,21990
ES,2020-03-22,2020-W11,7047
ES,2020-03-15,2020-W10,1614
ES,2020-03-08,2020-W09,111
ES,2020-02-16,2020-W06,1
ES,2020-02-09,2020-W05,1
ES,2020-01-26,2020-W03,1
SE,2022-11-06,2022-W44,50
SE,2022-10-30,2022-W43,57
SE,2022-10-23,2022-W42,48
SE,2022-10-16,2022-W41,53
SE,2022-10-09,2022-W40,48
SE,2022-10-02,2022-W39,63
SE,2022-09-25,2022-W38,84
SE,2022-09-18,2022-W37,72
SE,2022-09-11,2022-W36,69
SE,2022-09-04,2022-W35,59
SE,2022-08-28,2022-W34,45
SE,2022-08-21,2022-W33,79
SE,2022-08-14,2022-W32,90
SE,2022-08-07,2022-W31,92
SE,2022-07-31,2022-W30,70
SE,2022-07-24,2022-W29,110
SE,2022-07-17,2022-W28,64
SE,2022-07-10,2022-W27,43
SE,2022-07-03,2022-W26,54
SE,2022-06-26,2022-W25,46
SE,2022-06-19,2022-W24,21
SE,2022-06-12,2022-W23,21
SE,2022-06-05,2022-W22,17
SE,2022-05-29,2022-W21,15
SE,2022-05-22,2022-W20,26
SE,2022-05-15,2022-W19,23
SE,2022-05-08,2022-W18,36
SE,2022-05-01,2022-W17,35
SE,2022-04-24,2022-W16,43
SE,2022-04-17,2022-W15,51
SE,2022-04-10,2022-W14,66
SE,2022-04-03,2022-W13,75
SE,2022-03-27,2022-W12,95
SE,2022-03-20,2022-W11,97
SE,2022-03-13,2022-W10,173
SE,2022-03-06,2022-W09,133
SE,2022-02-27,2022-W08,136
SE,2022-02-20,2022-W07,213
SE,2022-02-13,2022-W06,257
SE,2022-02-06,2022-W05,315
SE,2022-01-30,2022-W04,347
SE,2022-01-23,2022-W03,402
SE,2022-01-16,2022-W02,642
SE,2022-01-09,2022-W01,589
SE,2022-01-02,2021-W52,361
SE,2021-12-26,2021-W51,234
SE,2021-12-19,2021-W50,231
SE,2021-12-12,2021-W49,243
SE,2021-12-05,2021-W48,173
SE,2021-11-28,2021-W47,148
SE,2021-11-21,2021-W46,127
SE,2021-11-14,2021-W45,116
SE,2021-11-07,2021-W44,88
SE,2021-10-31,2021-W43,99
SE,2021-10-24,2021-W42,101
SE,2021-10-17,2021-W41,69
SE,2021-10-10,2021-W40,69
SE,2021-10-03,2021-W39,81
SE,2021-09-26,2021-W38,84
SE,2021-09-19,2021-W37,103
SE,2021-09-12,2021-W36,122
SE,2021-09-05,2021-W35,142
SE,2021-08-29,2021-W34,127
SE,2021-08-22,2021-W33,102
SE,2021-08-15,2021-W32,95
SE,2021-08-08,2021-W31,60
SE,2021-08-01,2021-W30,41
SE,2021-07-25,2021-W29,36
SE,2021-07-18,2021-W28,24
SE,2021-07-11,2021-W27,18
SE,2021-07-04,2021-W26,36
SE,2021-06-27,2021-W25,24
SE,2021-06-20,2021-W24,40
SE,2021-06-13,2021-W23,68
SE,2021-06-06,2021-W22,109
SE,2021-05-30,2021-W21,112
SE,2021-05-23,2021-W20,261
SE,2021-05-16,2021-W19,379
SE,2021-05-09,2021-W18,430
SE,2021-05-02,2021-W17,533
SE,2021-04-25,2021-W16,644
SE,2021-04-18,2021-W15,774
SE,2021-04-11,2021-W14,797
SE,2021-04-04,2021-W13,743
SE,2021-03-28,2021-W12,724
SE,2021-03-21,2021-W11,571
SE,2021-03-14,2021-W10,605
SE,2021-03-07,2021-W09,492
SE,2021-02-28,2021-W08,549
SE,2021-02-21,2021-W07,445
SE,2021-02-14,2021-W06,446
SE,2021-02-07,2021-W05,425
SE,2021-01-31,2021-W04,541
SE,2021-01-24,2021-W03,637
SE,2021-01-17,2021-W02,834
SE,2021-01-10,2021-W01,1007
SE,2021-01-10,2020-W53,1218
SE,2021-01-03,2020-W52,1045
SE,2020-12-27,2020-W51,1175
SE,2020-12-20,2020-W50,1068
SE,2020-12-13,2020-W49,893
SE,2020-12-06,2020-W48,939
SE,2020-11-29,2020-W47,923
SE,2020-11-22,2020-W46,813
SE,2020-11-15,2020-W45,629
SE,2020-11-08,2020-W44,427
SE,2020-11-01,2020-W43,236
SE,2020-10-25,2020-W42,147
SE,2020-10-18,2020-W41,97
SE,2020-10-11,2020-W40,80
SE,2020-10-04,2020-W39,56
SE,2020-09-27,2020-W38,54
SE,2020-09-20,2020-W37,45
SE,2020-09-13,2020-W36,31
SE,2020-09-06,2020-W35,29
SE,2020-08-30,2020-W34,45
SE,2020-08-23,2020-W33,51
SE,2020-08-16,2020-W32,49
SE,2020-08-09,2020-W31,37
SE,2020-08-02,2020-W30,32
SE,2020-07-26,2020-W29,35
SE,2020-07-19,2020-W28,41
SE,2020-07-12,2020-W27,98
SE,2020-07-05,2020-W26,193
SE,2020-06-28,2020-W25,263
SE,2020-06-21,2020-W24,315
SE,2020-06-14,2020-W23,391
SE,2020-06-07,2020-W22,430
SE,2020-05-31,2020-W21,525
SE,2020-05-24,2020-W20,616
SE,2020-05-17,2020-W19,916
SE,2020-05-10,2020-W18,1130
SE,2020-05-03,2020-W17,1331
SE,2020-04-26,2020-W16,1465
SE,2020-04-19,2020-W15,1600
SE,2020-04-12,2020-W14,1577
SE,2020-04-05,2020-W13,1041
SE,2020-03-29,2020-W12,443
SE,2020-03-22,2020-W11,75
SE,2020-03-15,2020-W10,15
SE,2020-03-08,2020-W09,5
SE,2020-02-16,2020-W06,1
